0,0,0,0,0
20.088,3.5278e-11,6.136e-12,2.9164e-12,4.2718e-12
40.088,2.2895e-08,7.2828e-09,1.5048e-09,6.7799e-10
60.088,6.9655e-07,2.2476e-07,5.8294e-08,2.0885e-08
80.088,8.7996e-06,2.5697e-06,6.9187e-07,1.9865e-07
100.09,4.956e-05,1.2915e-05,3.6699e-06,9.8471e-07
120.09,0.0067817,4.5661e-05,1.2823e-05,3.3104e-06
140.09,4.9721,0.00013319,3.4201e-05,8.6337e-06
160.09,5.0675,0.0009041,7.8317e-05,1.9065e-05
180.09,5.0643,3.6807,0.00018493,3.8146e-05
200.09,5.061,6.815,0.011357,7.6159e-05
220.09,5.0576,6.8136,5.7764,0.00029066
240.09,5.0542,6.8121,8.3263,0.87698
260.09,5.0507,6.8105,8.3264,7.5778
280.09,5.0472,6.809,8.3256,8.7094
300.09,5.0437,6.8074,8.3248,8.7321
320.09,5.0401,6.8059,8.3239,8.7319
340.09,5.0365,6.8043,8.3231,8.7315
360.09,5.0328,6.8027,8.3222,8.731
380.09,5.0292,6.8011,8.3214,8.7305
400.09,5.0255,6.7995,8.3206,8.7301
420.09,5.0218,6.7979,8.3197,8.7297
440.09,5.018,6.7963,8.3189,8.7292
460.09,5.0142,6.7947,8.318,8.7288
480.09,5.0104,6.7931,8.3171,8.7283
500.09,5.0066,6.7914,8.3163,8.7279
520.09,5.0028,6.7898,8.3154,8.7274
540.09,4.9989,6.7882,8.3146,8.727
560.09,4.995,6.7865,8.3137,8.7265
580.09,4.9911,6.7849,8.3128,8.726
600.09,4.9872,6.7832,8.312,8.7256
620.09,4.9832,6.7816,8.3111,8.7251
640.09,4.9793,6.7799,8.3102,8.7247
660.09,4.9753,6.7782,8.3093,8.7242
680.09,4.9712,6.7765,8.3085,8.7238
700.09,4.9672,6.7749,8.3076,8.7233
720.09,4.9631,6.7732,8.3067,8.7229
740.09,4.959,6.7715,8.3058,8.7224
760.09,4.9549,6.7698,8.305,8.7219
780.09,4.9507,6.7681,8.3041,8.7215
800.09,4.9465,6.7664,8.3032,8.721
820.09,4.9423,6.7647,8.3023,8.7206
840.09,4.9381,6.763,8.3014,8.7201
860.09,4.9339,6.7613,8.3005,8.7196
880.09,4.9296,6.7595,8.2996,8.7192
900.09,4.9253,6.7578,8.2987,8.7187
920.09,4.921,6.7561,8.2978,8.7183
940.09,4.9166,6.7543,8.2969,8.7178
960.09,4.9122,6.7526,8.296,8.7173
980.09,4.9078,6.7508,8.2951,8.7169
1000.1,4.9034,6.7491,8.2942,8.7164
1020.1,4.8989,6.7473,8.2933,8.7159
1040.1,4.8944,6.7456,8.2924,8.7155
1060.1,4.8899,6.7438,8.2915,8.715
1080.1,4.8853,6.742,8.2906,8.7145
1100.1,4.8807,6.7402,8.2897,8.7141
1120.1,4.8761,6.7385,8.2888,8.7136
1140.1,4.8715,6.7367,8.2879,8.7131
1160.1,4.8668,6.7349,8.287,8.7126
1180.1,4.8621,6.7331,8.286,8.7122
1200.1,4.8573,6.7313,8.2851,8.7117
1220.1,4.8526,6.7294,8.2842,8.7112
1240.1,4.8478,6.7276,8.2833,8.7107
1260.1,4.8429,6.7258,8.2824,8.7103
1280.1,4.838,6.724,8.2814,8.7098
1300.1,4.8331,6.7222,8.2805,8.7093
1320.1,4.8282,6.7203,8.2796,8.7088
1340.1,4.8232,6.7185,8.2786,8.7084
1360.1,4.8182,6.7166,8.2777,8.7079
1380.1,4.8132,6.7148,8.2768,8.7074
1400.1,4.8081,6.7129,8.2758,8.7069
1420.1,4.803,6.7111,8.2749,8.7064
1440.1,4.7979,6.7092,8.274,8.706
1460.1,4.7927,6.7073,8.273,8.7055
1480.1,4.7875,6.7054,8.2721,8.705
1500.1,4.7822,6.7035,8.2711,8.7045
1520.1,4.7769,6.7017,8.2702,8.704
1540.1,4.7716,6.6998,8.2692,8.7035
1560.1,4.7662,6.6979,8.2683,8.7031
1580.1,4.7608,6.6959,8.2673,8.7026
1600.1,4.7553,6.694,8.2664,8.7021
1620.1,4.7498,6.6921,8.2654,8.7016
1640.1,4.7443,6.6902,8.2645,8.7011
1660.1,4.7387,6.6883,8.2635,8.7006
1680.1,4.7331,6.6863,8.2625,8.7001
1700.1,4.7274,6.6844,8.2616,8.6996
1720.1,4.7217,6.6824,8.2606,8.6991
1740.1,4.716,6.6805,8.2596,8.6986
1760.1,4.7102,6.6785,8.2587,8.6982
1780.1,4.7043,6.6766,8.2577,8.6977
1800.1,4.6984,6.6746,8.2567,8.6972
1820.1,4.6925,6.6726,8.2558,8.6967
1840.1,4.6865,6.6706,8.2548,8.6962
1860.1,4.6804,6.6686,8.2538,8.6957
1880.1,4.6743,6.6666,8.2528,8.6952
1900.1,4.6682,6.6646,8.2519,8.6947
1920.1,4.662,6.6626,8.2509,8.6942
1940.1,4.6558,6.6606,8.2499,8.6937
1960.1,4.6495,6.6586,8.2489,8.6932
1980.1,4.6431,6.6566,8.2479,8.6927
2000.1,4.6367,6.6546,8.2469,8.6922
2020.1,4.6303,6.6525,8.2459,8.6917
2040.1,4.6237,6.6505,8.2449,8.6912
2060.1,4.6172,6.6484,8.2439,8.6907
2080.1,4.6105,6.6464,8.243,8.6902
2100.1,4.6038,6.6443,8.242,8.6897
