0,0,0,0,0
20.088,1.0376e-12,1.584e-13,8.3032e-14,1.2898e-13
40.088,4.1554e-10,7.9436e-11,1.4663e-11,7.6757e-12
60.088,1.0414e-08,1.9503e-09,3.7266e-10,1.29e-10
80.088,1.4847e-07,2.2886e-08,4.1893e-09,9.8853e-10
100.09,1.004e-06,1.4444e-07,2.6096e-08,4.885e-09
120.09,9.4451e-06,6.3361e-07,1.1105e-07,1.8169e-08
140.09,0.0015278,2.1286e-06,3.5927e-07,5.4625e-08
160.09,0.0053523,6.7324e-06,9.613e-07,1.3939e-07
180.09,0.010061,0.00026739,2.2668e-06,3.1369e-07
200.09,0.014227,0.0018116,7.5112e-06,6.4497e-07
220.09,0.019438,0.0034599,0.00024264,1.3044e-06
240.09,0.024254,0.0054136,0.0010567,3.0391e-05
260.09,0.028563,0.0074779,0.0019493,0.00030471
280.09,0.033949,0.0092922,0.0029038,0.00076229
300.09,0.038834,0.01135,0.0039287,0.0012205
320.09,0.043293,0.013413,0.0049168,0.0016835
340.09,0.048664,0.015288,0.0059249,0.0021642
360.09,0.053614,0.017359,0.0069516,0.0026574
380.09,0.058213,0.019421,0.0079598,0.0031616
400.09,0.063512,0.02135,0.008979,0.0036729
420.09,0.068509,0.023416,0.010006,0.0041887
440.09,0.073228,0.025476,0.011026,0.0047074
460.09,0.078453,0.027448,0.012051,0.0052278
480.09,0.083479,0.029507,0.01308,0.0057495
500.09,0.088293,0.031567,0.014106,0.0062722
520.09,0.093459,0.03357,0.015136,0.0067956
540.09,0.098502,0.035625,0.016168,0.0073197
560.09,0.10339,0.037685,0.017199,0.0078444
580.09,0.10851,0.039709,0.018232,0.0083697
600.09,0.11357,0.041765,0.019267,0.0088956
620.09,0.11851,0.043826,0.020302,0.009422
640.09,0.12361,0.045865,0.021339,0.0099489
660.09,0.12867,0.047923,0.022376,0.010476
680.09,0.13365,0.049986,0.023415,0.011004
700.09,0.13873,0.052037,0.024455,0.011533
720.09,0.14379,0.054099,0.025495,0.012062
740.09,0.1488,0.056164,0.026537,0.012591
760.09,0.15388,0.058224,0.02758,0.013122
780.09,0.15894,0.06029,0.028623,0.013652
800.09,0.16398,0.06236,0.029668,0.014183
820.09,0.16905,0.064426,0.030714,0.014715
840.09,0.17412,0.066497,0.03176,0.015247
860.09,0.17917,0.068571,0.032808,0.015779
880.09,0.18424,0.070644,0.033856,0.016313
900.09,0.18931,0.072719,0.034906,0.016846
920.09,0.19437,0.074797,0.035956,0.01738
940.09,0.19945,0.076875,0.037008,0.017915
960.09,0.20453,0.078956,0.03806,0.01845
980.09,0.2096,0.081038,0.039113,0.018986
1000.1,0.21468,0.083121,0.040167,0.019522
1020.1,0.21976,0.085206,0.041222,0.020059
1040.1,0.22483,0.087293,0.042278,0.020597
1060.1,0.22992,0.089381,0.043335,0.021134
1080.1,0.235,0.091471,0.044393,0.021673
1100.1,0.24008,0.093562,0.045451,0.022212
1120.1,0.24517,0.095655,0.046511,0.022751
1140.1,0.25026,0.097749,0.047571,0.023291
1160.1,0.25535,0.099844,0.048632,0.023832
1180.1,0.26044,0.10194,0.049695,0.024373
1200.1,0.26553,0.10404,0.050758,0.024914
1220.1,0.27062,0.10614,0.051821,0.025456
1240.1,0.27571,0.10824,0.052886,0.025999
1260.1,0.28081,0.11034,0.053951,0.026542
1280.1,0.2859,0.11245,0.055018,0.027086
1300.1,0.291,0.11455,0.056085,0.02763
1320.1,0.29609,0.11666,0.057153,0.028175
1340.1,0.30119,0.11877,0.058222,0.02872
1360.1,0.30629,0.12088,0.059291,0.029265
1380.1,0.31139,0.12299,0.060362,0.029812
1400.1,0.31649,0.1251,0.061433,0.030358
1420.1,0.32159,0.12721,0.062505,0.030906
1440.1,0.32669,0.12933,0.063578,0.031453
1460.1,0.33179,0.13145,0.064651,0.032002
1480.1,0.33689,0.13356,0.065726,0.03255
1500.1,0.34199,0.13568,0.066801,0.0331
1520.1,0.34709,0.1378,0.067877,0.033649
1540.1,0.3522,0.13992,0.068953,0.0342
1560.1,0.3573,0.14204,0.070031,0.03475
1580.1,0.3624,0.14417,0.071109,0.035301
1600.1,0.3675,0.14629,0.072188,0.035853
1620.1,0.37261,0.14842,0.073268,0.036405
1640.1,0.37771,0.15055,0.074349,0.036958
1660.1,0.38281,0.15268,0.07543,0.037511
1680.1,0.38792,0.1548,0.076512,0.038065
1700.1,0.39302,0.15694,0.077595,0.038619
1720.1,0.39812,0.15907,0.078678,0.039174
1740.1,0.40322,0.1612,0.079762,0.039729
1760.1,0.40833,0.16334,0.080847,0.040284
1780.1,0.41343,0.16547,0.081933,0.04084
1800.1,0.41853,0.16761,0.08302,0.041397
1820.1,0.42363,0.16975,0.084107,0.041954
1840.1,0.42873,0.17189,0.085195,0.042511
1860.1,0.43383,0.17403,0.086283,0.043069
1880.1,0.43893,0.17617,0.087373,0.043628
1900.1,0.44403,0.17831,0.088463,0.044187
1920.1,0.44913,0.18045,0.089554,0.044746
1940.1,0.45423,0.1826,0.090645,0.045306
1960.1,0.45932,0.18474,0.091738,0.045866
1980.1,0.46442,0.18689,0.09283,0.046426
2000.1,0.46951,0.18904,0.093924,0.046988
2020.1,0.47461,0.19119,0.095018,0.047549
2040.1,0.4797,0.19334,0.096114,0.048111
2060.1,0.48479,0.19549,0.097209,0.048674
2080.1,0.48988,0.19764,0.098306,0.049237
2100.1,0.49497,0.1998,0.099403,0.0498
2120.1,0.50006,0.20195,0.1005,0.050364
2140.1,0.50514,0.20411,0.1016,0.050928
2160.1,0.51023,0.20626,0.1027,0.051493
2180.1,0.51531,0.20842,0.1038,0.052058
2200.1,0.5204,0.21058,0.1049,0.052623
2220.1,0.52548,0.21274,0.106,0.053189
2240.1,0.53056,0.2149,0.1071,0.053756
2260.1,0.53564,0.21706,0.10821,0.054322
2280.1,0.54071,0.21923,0.10931,0.05489
2300.1,0.54579,0.22139,0.11041,0.055457
2320.1,0.55086,0.22355,0.11152,0.056025
2340.1,0.55593,0.22572,0.11262,0.056594
2360.1,0.561,0.22789,0.11373,0.057163
2380.1,0.56606,0.23005,0.11484,0.057732
2400.1,0.57113,0.23222,0.11594,0.058302
2420.1,0.57619,0.23439,0.11705,0.058872
2440.1,0.58125,0.23656,0.11816,0.059443
2460.1,0.58631,0.23874,0.11927,0.060014
2480.1,0.59136,0.24091,0.12038,0.060585
2500.1,0.59642,0.24308,0.12149,0.061157
2520.1,0.60147,0.24526,0.1226,0.061729
2540.1,0.60652,0.24743,0.12371,0.062302
2560.1,0.61156,0.24961,0.12483,0.062875
2580.1,0.6166,0.25179,0.12594,0.063448
2600.1,0.62164,0.25397,0.12705,0.064022
2620.1,0.62668,0.25614,0.12817,0.064596
2640.1,0.63171,0.25833,0.12928,0.065171
2660.1,0.63675,0.26051,0.1304,0.065746
2680.1,0.64177,0.26269,0.13151,0.066321
2700.1,0.6468,0.26487,0.13263,0.066897
2720.1,0.65182,0.26706,0.13375,0.067473
2740.1,0.65684,0.26924,0.13487,0.068049
2760.1,0.66185,0.27143,0.13599,0.068626
2780.1,0.66686,0.27361,0.13711,0.069204
2800.1,0.67187,0.2758,0.13823,0.069781
2820.1,0.67687,0.27799,0.13935,0.07036
2840.1,0.68187,0.28018,0.14047,0.070938
2860.1,0.68686,0.28237,0.14159,0.071517
2880.1,0.69185,0.28456,0.14271,0.072096
2900.1,0.69684,0.28675,0.14384,0.072676
2920.1,0.70182,0.28894,0.14496,0.073256
2940.1,0.7068,0.29114,0.14609,0.073836
2960.1,0.71177,0.29333,0.14721,0.074417
2980.1,0.71674,0.29553,0.14834,0.074998
3000.1,0.7217,0.29772,0.14946,0.075579
3020.1,0.72666,0.29992,0.15059,0.076161
3040.1,0.73161,0.30212,0.15172,0.076743
3060.1,0.73656,0.30431,0.15285,0.077326
3080.1,0.7415,0.30651,0.15398,0.077909
3100.1,0.74644,0.30871,0.15511,0.078492
3120.1,0.75137,0.31092,0.15624,0.079076
3140.1,0.75629,0.31312,0.15737,0.07966
3160.1,0.76121,0.31532,0.1585,0.080244
3180.1,0.76612,0.31752,0.15963,0.080829
3200.1,0.77103,0.31973,0.16076,0.081414
3220.1,0.77592,0.32193,0.1619,0.081999
3240.1,0.78081,0.32414,0.16303,0.082585
3260.1,0.7857,0.32634,0.16417,0.083171
3280.1,0.79057,0.32855,0.1653,0.083757
3300.1,0.79544,0.33076,0.16644,0.084344
3320.1,0.8003,0.33297,0.16757,0.084931
3340.1,0.80515,0.33518,0.16871,0.085519
3360.1,0.80999,0.33739,0.16985,0.086107
3380.1,0.81482,0.3396,0.17098,0.086695
3400.1,0.81964,0.34181,0.17212,0.087284
3420.1,0.82446,0.34402,0.17326,0.087872
3440.1,0.82926,0.34623,0.1744,0.088462
3460.1,0.83405,0.34845,0.17554,0.089051
3480.1,0.83883,0.35066,0.17668,0.089641
3500.1,0.84359,0.35288,0.17782,0.090231
3520.1,0.84835,0.35509,0.17897,0.090822
3540.1,0.85309,0.35731,0.18011,0.091413
3560.1,0.85781,0.35953,0.18125,0.092004
3580.1,0.86252,0.36174,0.18239,0.092596
3600.1,0.86722,0.36396,0.18354,0.093188
3620.1,0.8719,0.36618,0.18468,0.09378
3640.1,0.87656,0.3684,0.18583,0.094373
3660.1,0.8812,0.37062,0.18697,0.094965
3680.1,0.88582,0.37284,0.18812,0.095559
3700.1,0.89042,0.37506,0.18927,0.096152
3720.1,0.895,0.37729,0.19042,0.096746
3740.1,0.89955,0.37951,0.19156,0.097341
3760.1,0.90408,0.38173,0.19271,0.097935
3780.1,0.90857,0.38396,0.19386,0.09853
3800.1,0.91304,0.38618,0.19501,0.099125
3820.1,0.91747,0.38841,0.19616,0.099721
3840.1,0.92186,0.39063,0.19731,0.10032
3860.1,0.92622,0.39286,0.19846,0.10091
3880.1,0.93052,0.39509,0.19962,0.10151
3900.1,0.93478,0.39732,0.20077,0.10211
3920.1,0.93899,0.39955,0.20192,0.1027
3940.1,0.94314,0.40177,0.20308,0.1033
3960.1,0.94722,0.404,0.20423,0.1039
3980.1,0.95123,0.40623,0.20538,0.1045
4000.1,0.95515,0.40847,0.20654,0.1051
4020.1,0.95899,0.4107,0.2077,0.10569
4040.1,0.96272,0.41293,0.20885,0.10629
4060.1,0.96634,0.41516,0.21001,0.10689
4080.1,0.96984,0.4174,0.21117,0.10749
4100.1,0.9732,0.41963,0.21232,0.10809
4120.1,0.9764,0.42186,0.21348,0.10869
4140.1,0.97943,0.4241,0.21464,0.10929
4160.1,0.98228,0.42633,0.2158,0.10989
4180.1,0.98492,0.42857,0.21696,0.1105
4200.1,0.98735,0.43081,0.21812,0.1111
4220.1,0.98954,0.43304,0.21928,0.1117
4240.1,0.9915,0.43528,0.22044,0.1123
4260.1,0.99322,0.43752,0.22161,0.1129
4280.1,0.9947,0.43976,0.22277,0.11351
4300.1,0.99594,0.44199,0.22393,0.11411
4320.1,0.99695,0.44423,0.2251,0.11471
4340.1,0.99777,0.44647,0.22626,0.11532
4360.1,0.99841,0.44871,0.22742,0.11592
4380.1,0.99889,0.45096,0.22859,0.11653
4400.1,0.99924,0.4532,0.22976,0.11713
4420.1,0.9995,0.45544,0.23092,0.11774
4440.1,0.99967,0.45768,0.23209,0.11834
4460.1,0.99979,0.45992,0.23326,0.11895
4480.1,0.99987,0.46217,0.23442,0.11955
4500.1,0.99992,0.46441,0.23559,0.12016
4520.1,0.99995,0.46665,0.23676,0.12077
4540.1,0.99997,0.4689,0.23793,0.12137
4560.1,0.99998,0.47114,0.2391,0.12198
4580.1,0.99999,0.47339,0.24027,0.12259
4600.1,1,0.47563,0.24144,0.1232
4620.1,1,0.47788,0.24261,0.1238
4640.1,1,0.48013,0.24378,0.12441
4660.1,1,0.48237,0.24496,0.12502
4680.1,1,0.48462,0.24613,0.12563
4700.1,1,0.48687,0.2473,0.12624
4720.1,1,0.48912,0.24848,0.12685
4740.1,1,0.49136,0.24965,0.12746
4760.1,1,0.49361,0.25082,0.12807
4780.1,1,0.49586,0.252,0.12868
4800.1,1,0.49811,0.25317,0.12929
4820.1,1,0.50036,0.25435,0.1299
4840.1,1,0.50261,0.25553,0.13051
4860.1,1,0.50486,0.2567,0.13112
4880.1,1,0.50711,0.25788,0.13174
4900.1,1,0.50937,0.25906,0.13235
4920.1,1,0.51162,0.26024,0.13296
4940.1,1,0.51387,0.26142,0.13357
4960.1,1,0.51612,0.2626,0.13419
4980.1,1,0.51837,0.26378,0.1348
5000.1,1,0.52063,0.26496,0.13541
