1.75,0.7,0.35,0.175
1.7494,0.70003,0.35053,0.17585
1.7498,0.70012,0.35074,0.17636
1.7522,0.70094,0.35119,0.17689
1.7566,0.70232,0.35189,0.17752
1.7613,0.70374,0.35261,0.17818
1.7672,0.70568,0.35346,0.17884
1.777,0.70842,0.35456,0.17952
1.7866,0.71103,0.35566,0.18017
1.7968,0.7141,0.35689,0.18085
1.8137,0.718,0.35833,0.18155
1.8359,0.72174,0.35976,0.18222
1.9096,0.72576,0.36126,0.1829
2.2799,0.73061,0.36288,0.18359
2.9135,0.73594,0.36459,0.18431
3.5559,0.74333,0.36642,0.18504
3.726,0.76395,0.36849,0.18582
3.6506,0.86272,0.37095,0.18666
3.8049,1.038,0.37452,0.18761
3.8015,1.2557,0.38336,0.18876
3.7035,1.4455,0.43169,0.19034
3.8096,1.4651,0.54508,0.19317
3.7996,1.4651,0.64475,0.20216
3.7259,1.5145,0.72218,0.24566
3.8081,1.493,0.76003,0.34118
3.7983,1.4817,0.75365,0.42837
3.7443,1.5123,0.75183,0.46507
3.8085,1.4944,0.75442,0.47741
3.7998,1.4868,0.74616,0.47383
3.7606,1.5083,0.74555,0.45658
3.8108,1.4949,0.74779,0.43535
3.8034,1.4903,0.74384,0.41704
3.7752,1.5056,0.74409,0.40323
3.8146,1.4958,0.74546,0.39333
3.8085,1.4933,0.74331,0.38626
3.7885,1.5042,0.74356,0.38128
3.8196,1.4971,0.74427,0.37786
3.8147,1.4959,0.74304,0.37552
3.8008,1.5039,0.74321,0.37391
3.8254,1.4988,0.74356,0.37278
3.8217,1.4985,0.74286,0.37197
3.8123,1.5043,0.74299,0.37139
3.8318,1.5008,0.74318,0.37095
3.8292,1.5011,0.74281,0.37061
3.8231,1.5054,0.74292,0.37034
3.8387,1.503,0.74305,0.37011
3.837,1.5036,0.74289,0.36991
3.8333,1.5069,0.74301,0.36974
3.846,1.5055,0.74314,0.36958
3.845,1.5063,0.74311,0.36944
3.8431,1.5089,0.74326,0.3693
3.8534,1.508,0.74341,0.36918
3.8531,1.509,0.74348,0.36907
3.8525,1.5111,0.74366,0.36897
