0,0,0,0,0,0
4.7049e-15,4.7049e-15,4.7049e-15,4.7049e-15,4.7049e-15,4.7049e-15
7.7131e-12,7.7131e-12,7.7131e-12,7.7131e-12,7.7131e-12,7.7131e-12
3.6038e-10,3.6038e-10,3.6038e-10,3.6038e-10,3.6038e-10,3.6038e-10
1.3058e-08,1.3058e-08,1.3058e-08,1.3058e-08,1.3058e-08,1.3058e-08
1.1504e-07,1.1504e-07,1.1504e-07,1.1504e-07,1.1504e-07,1.1504e-07
4.8399e-07,4.8399e-07,4.8399e-07,4.8399e-07,4.8399e-07,4.8399e-07
2.2158e-06,2.2158e-06,2.2158e-06,2.2158e-06,2.2158e-06,2.2158e-06
7.9164e-06,7.9164e-06,7.9164e-06,7.9164e-06,7.9164e-06,7.9164e-06
2.0745e-05,2.0745e-05,2.0745e-05,2.0745e-05,2.0745e-05,2.0745e-05
5.6219e-05,5.6219e-05,5.6219e-05,5.6219e-05,5.6219e-05,5.6219e-05
0.00024706,0.00024704,0.00024706,0.00024706,0.00024706,0.00024706
0.036418,0.036418,0.036419,0.036418,0.036418,0.036418
2.9769,2.9771,2.9772,2.9769,2.9769,2.9769
5.0404,5.0409,5.0414,5.0404,5.0404,5.0404
5.0486,5.0494,5.0501,5.0486,5.0486,5.0486
5.0462,5.0474,5.0483,5.0462,5.0462,5.0462
5.0438,5.0453,5.0464,5.0438,5.0438,5.0438
5.0413,5.0433,5.0446,5.0413,5.0413,5.0413
5.0388,5.0411,5.0426,5.0388,5.0388,5.0388
5.0362,5.039,5.0407,5.0362,5.0362,5.0362
5.0337,5.0368,5.0388,5.0337,5.0337,5.0337
5.0311,5.0346,5.0368,5.0311,5.0311,5.0311
5.0285,5.0325,5.0349,5.0285,5.0285,5.0285
5.0259,5.0303,5.033,5.0259,5.0259,5.0259
5.0233,5.0281,5.031,5.0233,5.0233,5.0233
5.0207,5.0259,5.029,5.0207,5.0207,5.0207
5.018,5.0237,5.0271,5.018,5.018,5.018
5.0153,5.0214,5.0251,5.0153,5.0153,5.0153
5.0127,5.0192,5.0231,5.0127,5.0127,5.0127
5.01,5.017,5.0211,5.01,5.01,5.01
5.0073,5.0147,5.0191,5.0073,5.0073,5.0073
5.0046,5.0125,5.0171,5.0046,5.0046,5.0046
5.0018,5.0102,5.0152,5.0018,5.0018,5.0018
4.9991,5.0079,5.0131,4.9991,4.9991,4.9991
4.9963,5.0057,5.0111,4.9963,4.9963,4.9963
4.9936,5.0034,5.0091,4.9936,4.9936,4.9936
4.9908,5.0011,5.0071,4.9908,4.9908,4.9908
4.988,4.9988,5.0051,4.988,4.988,4.988
4.9852,4.9965,5.003,4.9852,4.9852,4.9852
4.9824,4.9942,5.001,4.9824,4.9824,4.9824
4.9796,4.9919,4.9989,4.9796,4.9796,4.9796
4.9768,4.9895,4.9969,4.9768,4.9768,4.9768
4.9739,4.9872,4.9948,4.9739,4.9739,4.9739
4.971,4.9849,4.9927,4.971,4.971,4.971
4.9682,4.9825,4.9907,4.9682,4.9682,4.9682
4.9653,4.9802,4.9886,4.9653,4.9653,4.9653
4.9624,4.9778,4.9865,4.9624,4.9624,4.9624
4.9595,4.9755,4.9844,4.9595,4.9595,4.9595
4.9566,4.9731,4.9823,4.9566,4.9566,4.9566
4.9537,4.9707,4.9802,4.9537,4.9537,4.9537
4.9507,4.9684,4.978,4.9507,4.9507,4.9507
4.9478,4.966,4.9759,4.9478,4.9478,4.9478
4.9448,4.9636,4.9738,4.9448,4.9448,4.9448
4.9418,4.9612,4.9717,4.9418,4.9418,4.9418
4.9388,4.9588,4.9695,4.9388,4.9388,4.9388
4.9359,4.9564,4.9674,4.9359,4.9359,4.9359
4.9328,4.954,4.9652,4.9328,4.9328,4.9328
4.9298,4.9515,4.963,4.9298,4.9298,4.9298
4.9268,4.9491,4.9609,4.9268,4.9268,4.9268
4.9237,4.9467,4.9587,4.9237,4.9237,4.9237
4.9207,4.9443,4.9565,4.9207,4.9207,4.9207
4.9176,4.9418,4.9543,4.9176,4.9176,4.9176
4.9145,4.9394,4.9521,4.9145,4.9145,4.9145
4.9114,4.9369,4.9499,4.9114,4.9114,4.9114
4.9083,4.9344,4.9477,4.9083,4.9083,4.9083
4.9052,4.932,4.9454,4.9052,4.9052,4.9052
4.9021,4.9295,4.9432,4.9021,4.9021,4.9021
4.8989,4.927,4.941,4.8989,4.8989,4.8989
4.8958,4.9245,4.9387,4.8958,4.8958,4.8958
4.8926,4.9221,4.9365,4.8926,4.8926,4.8926
4.8894,4.9196,4.9342,4.8894,4.8894,4.8894
4.8862,4.9171,4.9319,4.8862,4.8862,4.8862
4.883,4.9145,4.9296,4.883,4.883,4.883
4.8797,4.912,4.9274,4.8797,4.8797,4.8797
4.8765,4.9095,4.9251,4.8765,4.8765,4.8765
4.8732,4.907,4.9228,4.8732,4.8732,4.8732
4.87,4.9045,4.9205,4.87,4.87,4.87
4.8667,4.9019,4.9181,4.8667,4.8667,4.8667
4.8634,4.8994,4.9158,4.8634,4.8634,4.8634
4.8601,4.8968,4.9135,4.8601,4.8601,4.8601
4.8568,4.8943,4.9111,4.8568,4.8568,4.8568
4.8534,4.8917,4.9088,4.8534,4.8534,4.8534
4.8501,4.8891,4.9064,4.8501,4.8501,4.8501
4.8467,4.8866,4.9041,4.8467,4.8467,4.8467
4.8433,4.884,4.9017,4.8433,4.8433,4.8433
4.8399,4.8814,4.8993,4.8399,4.8399,4.8399
4.8365,4.8788,4.8969,4.8365,4.8365,4.8365
4.833,4.8762,4.8945,4.833,4.833,4.833
4.8296,4.8736,4.8921,4.8296,4.8296,4.8296
4.8261,4.871,4.8897,4.8261,4.8261,4.8261
4.8227,4.8683,4.8873,4.8227,4.8227,4.8227
4.8192,4.8657,4.8848,4.8192,4.8192,4.8192
4.8157,4.8631,4.8824,4.8157,4.8157,4.8157
4.8121,4.8604,4.8799,4.8121,4.8121,4.8121
4.8086,4.8578,4.8775,4.8086,4.8086,4.8086
4.805,4.8552,4.875,4.805,4.805,4.805
4.8014,4.8525,4.8725,4.8014,4.8014,4.8014
4.7979,4.8498,4.8701,4.7979,4.7979,4.7979
4.7942,4.8472,4.8676,4.7942,4.7942,4.7942
4.7906,4.8445,4.8651,4.7906,4.7906,4.7906
4.787,4.8418,4.8625,4.7874,4.787,4.787
4.7833,4.8391,4.86,4.7843,4.7833,4.7833
4.7796,4.8364,4.8575,4.7813,4.7796,4.7796
4.7759,4.8337,4.8549,4.7783,4.7759,4.7759
4.7722,4.831,4.8524,4.7752,4.7722,4.7722
4.7685,4.8283,4.8498,4.7721,4.7685,4.7685
4.7647,4.8256,4.8473,4.769,4.7647,4.7647
4.761,4.8228,4.8447,4.766,4.761,4.761
4.7572,4.8201,4.8421,4.7629,4.7572,4.7572
4.7534,4.8173,4.8395,4.7598,4.7534,4.7534
4.7496,4.8146,4.8369,4.7566,4.7496,4.7496
4.7457,4.8118,4.8343,4.7535,4.7457,4.7457
4.7418,4.8091,4.8317,4.7504,4.7418,4.7418
4.738,4.8063,4.829,4.7472,4.738,4.738
4.7341,4.8035,4.8264,4.7441,4.7341,4.7341
4.7301,4.8007,4.8237,4.7409,4.7301,4.7301
4.7262,4.7979,4.821,4.7377,4.7262,4.7262
4.7222,4.7952,4.8184,4.7345,4.7222,4.7222
4.7183,4.7923,4.8157,4.7313,4.7183,4.7183
4.7142,4.7895,4.813,4.7281,4.7142,4.7142
4.7102,4.7867,4.8103,4.7249,4.7102,4.7102
4.7062,4.7839,4.8076,4.7217,4.7062,4.7062
4.7021,4.7811,4.8048,4.7184,4.7021,4.7021
4.698,4.7782,4.8021,4.7152,4.698,4.698
4.6939,4.7754,4.7993,4.7119,4.6939,4.6939
4.6898,4.7725,4.7966,4.7087,4.6898,4.6898
4.6856,4.7697,4.7938,4.7054,4.6856,4.6856
4.6814,4.7668,4.791,4.7021,4.6814,4.6814
4.6772,4.7639,4.7882,4.6988,4.6772,4.6772
4.673,4.761,4.7854,4.6955,4.673,4.673
4.6688,4.7582,4.7826,4.6921,4.6688,4.6688
4.6645,4.7553,4.7798,4.6888,4.6645,4.6645
4.6602,4.7524,4.7769,4.6855,4.6602,4.6602
4.6559,4.7495,4.7741,4.6821,4.6559,4.6559
4.6515,4.7465,4.7712,4.6787,4.6515,4.6515
4.6472,4.7436,4.7684,4.6753,4.6472,4.6472
4.6428,4.7407,4.7655,4.6719,4.6428,4.6428
4.6384,4.7377,4.7626,4.6685,4.6384,4.6384
4.6339,4.7348,4.7597,4.6651,4.6339,4.6339
4.6295,4.7318,4.7567,4.6617,4.6295,4.6295
4.625,4.7289,4.7538,4.6583,4.625,4.625
4.6204,4.7259,4.7509,4.6548,4.6204,4.6204
4.6159,4.723,4.7479,4.6513,4.6159,4.6159
4.6113,4.72,4.7449,4.6479,4.6113,4.6113
4.6067,4.717,4.742,4.6444,4.6067,4.6067
4.6021,4.714,4.739,4.6409,4.6021,4.6021
4.5974,4.711,4.736,4.6374,4.5974,4.5974
4.5927,4.708,4.733,4.6338,4.5927,4.5927
4.588,4.705,4.7299,4.6303,4.588,4.588
4.5833,4.7019,4.7269,4.6268,4.5833,4.5833
4.5785,4.6989,4.7238,4.6232,4.5785,4.5785
4.5737,4.6959,4.7208,4.6196,4.5737,4.5737
4.5689,4.6928,4.7177,4.616,4.5689,4.5689
4.564,4.6898,4.7146,4.6124,4.564,4.564
4.5591,4.6867,4.7115,4.6088,4.5591,4.5591
4.5542,4.6836,4.7083,4.6052,4.5542,4.5542
4.5492,4.6806,4.7052,4.6016,4.5492,4.5492
4.5443,4.6775,4.7021,4.5979,4.5443,4.5443
4.5392,4.6744,4.6989,4.5943,4.5392,4.5392
4.5342,4.6713,4.6957,4.5906,4.5342,4.5342
4.5291,4.6682,4.6925,4.5869,4.5291,4.5291
4.524,4.6651,4.6893,4.5832,4.524,4.524
4.5188,4.6619,4.6861,4.5795,4.5188,4.5188
4.5136,4.6588,4.6829,4.5758,4.5136,4.5136
4.5084,4.6557,4.6796,4.572,4.5084,4.5084
4.5031,4.6525,4.6763,4.5683,4.5031,4.5031
4.4978,4.6494,4.6731,4.5645,4.4978,4.4978
4.4925,4.6462,4.6698,4.5607,4.4925,4.4925
4.4871,4.643,4.6665,4.5569,4.4871,4.4871
4.4817,4.6399,4.6631,4.5531,4.4817,4.4817
4.4762,4.6367,4.6598,4.5493,4.4762,4.4762
4.4708,4.6335,4.6564,4.5455,4.4708,4.4708
4.4652,4.6303,4.6531,4.5416,4.4652,4.4652
4.4597,4.6271,4.6497,4.5377,4.4597,4.4597
4.4541,4.6239,4.6463,4.5339,4.4541,4.4541
4.4484,4.6207,4.6429,4.53,4.4484,4.4484
4.4427,4.6174,4.6394,4.526,4.4427,4.4427
4.437,4.6142,4.636,4.5221,4.437,4.437
4.4312,4.6109,4.6325,4.5182,4.4312,4.4312
4.4254,4.6077,4.629,4.5142,4.4254,4.4254
4.4195,4.6044,4.6255,4.5103,4.4195,4.4195
4.4136,4.6012,4.622,4.5063,4.4136,4.4136
4.4076,4.5979,4.6185,4.5023,4.4076,4.4076
4.4016,4.5946,4.6149,4.4983,4.4016,4.4016
4.3956,4.5913,4.6114,4.4942,4.3956,4.3956
4.3895,4.588,4.6078,4.4902,4.3895,4.3895
4.3833,4.5847,4.6042,4.4861,4.3833,4.3833
4.3771,4.5814,4.6006,4.4821,4.3771,4.3771
4.3709,4.5781,4.5969,4.478,4.3709,4.3709
4.3645,4.5747,4.5933,4.4739,4.3645,4.3645
4.3582,4.5714,4.5896,4.4697,4.3582,4.3582
4.3518,4.568,4.5859,4.4656,4.3518,4.3518
4.3453,4.5647,4.5822,4.4614,4.3453,4.3453
4.3388,4.5613,4.5784,4.4573,4.3388,4.3388
4.3322,4.5579,4.5747,4.4531,4.3322,4.3322
4.3256,4.5546,4.5709,4.4489,4.3256,4.3256
4.3189,4.5512,4.5671,4.4446,4.3189,4.3189
4.3121,4.5478,4.5633,4.4404,4.3121,4.3121
4.3053,4.5444,4.5595,4.4361,4.3053,4.3053
4.2984,4.541,4.5556,4.4319,4.2984,4.2984
4.2915,4.5375,4.5518,4.4276,4.2922,4.2915
4.2845,4.5341,4.5479,4.4233,4.2863,4.2845
4.2774,4.5307,4.544,4.419,4.2807,4.2774
4.2703,4.5272,4.54,4.4146,4.275,4.2703
4.2631,4.5238,4.5361,4.4102,4.2693,4.2631
4.2558,4.5203,4.5321,4.4059,4.2636,4.2558
4.2485,4.5168,4.5281,4.4015,4.2578,4.2485
4.2411,4.5134,4.5241,4.3971,4.252,4.2411
4.2336,4.5099,4.52,4.3926,4.2462,4.2336
4.226,4.5064,4.516,4.3882,4.2403,4.226
4.2184,4.5029,4.5119,4.3837,4.2344,4.2184
4.2106,4.4994,4.5078,4.3792,4.2284,4.2106
4.2028,4.4958,4.5037,4.3747,4.2224,4.2028
4.195,4.4923,4.4995,4.3702,4.2164,4.195
4.187,4.4888,4.4953,4.3656,4.2103,4.187
4.179,4.4852,4.4911,4.3611,4.2042,4.179
4.1708,4.4817,4.4869,4.3565,4.198,4.1708
4.1626,4.4781,4.4826,4.3519,4.1918,4.1626
4.1543,4.4745,4.4784,4.3472,4.1855,4.1543
4.1459,4.471,4.4741,4.3426,4.1792,4.1459
4.1374,4.4674,4.4697,4.3379,4.1729,4.1374
4.1288,4.4638,4.4654,4.3332,4.1665,4.1288
4.1201,4.4602,4.461,4.3285,4.1601,4.1201
4.1112,4.4566,4.4566,4.3238,4.1536,4.1112
4.1023,4.4529,4.4522,4.3191,4.1471,4.1023
4.0933,4.4493,4.4477,4.3143,4.1405,4.0933
4.0842,4.4457,4.4432,4.3095,4.1338,4.0842
4.075,4.442,4.4387,4.3047,4.1272,4.075
4.0656,4.4384,4.4342,4.2999,4.1204,4.0656
4.0561,4.4347,4.4296,4.295,4.1137,4.0561
4.0465,4.431,4.425,4.2901,4.1068,4.0465
4.0368,4.4274,4.4204,4.2852,4.0999,4.0368
4.027,4.4237,4.4157,4.2803,4.093,4.027
4.017,4.42,4.411,4.2754,4.086,4.017
